,Show,Season,Air_Date,Week_Number,Episode_Number,Episode_Type,Network_TV_Spend,Cable_TV_Spend,Digital_Spend,Impressions,True_Viewership,Revenue,Holiday,LeadIn_Bonus
741,Show3,1,2020-10-13,6,1,Premiere,20590.570815656254,24708.684978787507,8236.228326262502,105698263,199926.1507171238,139654.41,0,0
742,Show7,1,2024-02-19,6,1,Premiere,4056.5001482929215,12169.500444878764,10141.250370732305,43945418,56677.64405912767,40585.357142857145,0,0
743,Show5,1,2023-08-29,12,7,Regular,10312.501024435656,3437.5003414785524,8593.750853696381,39531254,84893.76151822784,58911.41857142857,0,0
744,Show1,5,2024-12-03,14,9,Regular,4691.928821502681,11729.822053756701,14075.786464508043,48483264,184796.54567374216,129386.37142857142,0,0
745,Show4,5,2024-11-20,12,7,Regular,3276.37938245368,8190.948456134201,9829.13814736104,33855920,70866.58052352171,49292.467142857146,0,0
746,Show4,4,2023-10-07,5,0,PreLaunch,11054.359136698213,9211.965947248511,3684.786378899404,47902223,80186.62712955054,54082.735714285714,0,0
747,Show7,2,2025-02-24,7,2,Regular,3379.6410538045975,8449.102634511493,10138.923161413793,34922957,58232.691933108705,42277.91428571429,0,0
748,Show4,5,2024-09-28,4,0,PreLaunch,4349.080852598664,10872.702131496659,13047.242557795991,44940502,77194.2674421235,54024.16857142857,0,0
749,Show3,2,2021-09-14,2,0,PreLaunch,12716.476157313979,15259.771388776773,5086.590462925591,65277911,126324.60432499608,89145.98857142858,0,0
750,Show1,3,2022-12-09,14,9,Regular,16953.84964868469,5651.283216228229,14128.208040570575,64989757,213946.6638120037,150543.48714285714,0,0
751,Show6,2,2024-07-04,4,0,PreLaunch,20968.046942247023,6989.348980749007,17473.372451872518,80377513,145901.20825761062,102916.22571428571,0,0
752,Show4,1,2020-10-22,7,2,Regular,3463.2752314594295,8658.188078648574,10389.825694378289,35787178,85671.97430016202,59322.92,0,0
753,Show7,1,2024-03-14,9,4,Regular,2308.4839526103983,6925.451857831195,5771.209881525996,25008577,51827.60481691603,36622.87857142857,0,0
754,Show4,2,2021-09-09,1,0,PreLaunch,17207.919923945425,5735.97330798181,14339.933269954523,65963693,56479.043069007406,40320.50571428571,0,0
755,Show1,2,2021-10-08,5,0,PreLaunch,23693.833341897676,7897.9444472992245,19744.86111824806,90826361,160835.99293402024,112525.32857142857,0,0
756,Show2,5,2024-10-21,8,3,Regular,8199.437013337028,2733.145671112343,6832.864177780858,31431175,54143.368813721594,37740.66285714286,0,0
757,Show2,4,2023-12-15,15,10,Finale,19129.020992584123,7651.6083970336485,22954.825191100947,82892424,99339.23503704007,68840.11142857143,0,0
758,Show8,2,2025-04-03,12,7,Regular,9502.97261730541,7919.143847754509,3167.6575391018036,41179549,138470.83126950648,94816.99285714285,0,0
759,Show6,2,2024-09-17,15,10,Finale,15269.362507563284,5089.787502521095,12724.468756302736,58532557,174484.1055304852,123562.20571428571,0,0
760,Show4,4,2023-11-05,9,4,Regular,9424.905662908897,7854.088052424081,3141.635220969632,40841258,76032.91257426048,52333.36714285715,0,0
761,Show4,1,2020-11-19,11,6,Regular,2308.0146065140398,5770.036516285099,6924.043819542118,23849484,60007.23146141858,,0,0
762,Show3,4,2023-09-07,1,0,PreLaunch,8986.375852296802,3594.550340918721,10783.651022756163,38940962,123600.68858154886,85403.24571428572,0,0
763,Show3,1,2020-10-07,5,0,PreLaunch,15944.83482489087,19133.80178986905,6377.933929956348,81850153,181368.92849168918,127037.70999999999,0,0
764,Show7,2,2025-04-03,12,7,Regular,3763.9143900782797,9409.785975195698,11291.743170234839,38893782,50241.073255662035,35816.73714285714,0,0
765,Show3,2,2021-11-25,12,7,Regular,13197.444844963637,15836.933813956364,5278.977937985454,67746884,225776.6366117806,158571.48,0,0
766,Show4,1,2020-09-30,4,0,PreLaunch,4587.242396454553,11468.105991136385,,47401505,101465.74482555247,70348.13857142857,0,0
767,Show7,2,2025-03-31,12,7,Regular,3763.9143900782797,9409.785975195698,11291.743170234839,38893782,50241.073255662035,35816.73714285714,0,0
768,Show2,5,2024-12-13,15,10,Finale,23561.55581586648,7853.85193862216,19634.629846555403,90319298,96706.51666083548,67994.17857142857,0,0
769,Show2,1,2020-09-25,3,0,PreLaunch,12261.917081245705,14714.300497494847,4904.7668324982815,62944508,63120.92762718415,43650.04,0,0
770,Show4,3,2022-10-12,6,1,Premiere,3524.911497509154,10574.734492527463,8812.278743772886,38186541,83713.73520063634,58420.934285714284,0,0
771,Show3,5,2024-10-16,7,2,Regular,7542.603079666477,22627.809238999434,,81711533,210234.95986623564,144844.81,0,0
772,Show4,4,2023-11-06,9,4,Regular,9424.905662908897,7854.088052424081,3141.635220969632,40841258,76032.91257426048,,0,0
773,Show1,4,2023-11-02,9,4,Regular,24730.248385038252,20608.54032086521,8243.416128346083,107164410,251520.02647441972,173180.73,0,0
774,Show8,1,2024-01-20,1,0,PreLaunch,6707.578310438295,16768.945776095738,20122.734931314884,69311643,136214.92360138832,95065.72571428571,0,0
775,Show4,3,2022-12-05,13,8,Regular,4387.628333662834,13162.885000988505,10969.070834157086,47532640,83286.80524383883,58442.69857142858,0,0
776,Show1,3,2022-11-07,10,5,Regular,24252.684754537524,8084.228251512507,20210.570628781268,92968626,247255.22178812046,173616.27,0,0
777,Show4,1,2020-09-14,1,0,PreLaunch,6619.479156330688,16548.697890826723,19858.437468992062,68401284,60448.04072786218,42138.16285714286,0,0
778,Show6,2,2024-07-22,7,2,Regular,23635.804409086755,7878.6014696955845,19696.50367423896,90603917,183482.9885678352,126898.28571428571,0,0
779,Show6,1,2023-07-20,6,1,Premiere,20431.933739837204,24518.320487804645,8172.773495934882,104883926,196189.27215274962,140277.9457142857,1,0
780,Show8,1,2024-04-20,14,9,Regular,4605.872811438799,11514.682028596997,13817.618434316397,47594019,,104127.70571428571,0,0
781,Show1,1,2020-09-20,3,0,PreLaunch,5370.453364440345,16111.360093321035,13426.133411100862,58179911,171609.7573991522,121836.52142857143,0,0
782,Show7,1,2024-02-26,7,2,Regular,3593.391467374699,10780.1744021241,8983.478668436748,38928408,57137.43134870921,40276.73285714286,0,0
783,Show2,4,2023-12-08,14,9,Regular,15602.747373270333,6241.098949308133,18723.2968479244,67611906,84117.51155693714,58916.40285714286,0,0
784,Show2,2,2021-10-05,5,0,PreLaunch,3909.529478035234,9773.823695088086,11728.5884341057,40398470,70663.68116271283,50442.75428571429,0,0
785,Show1,3,2022-11-04,9,4,Regular,23705.608485206143,7901.869495068714,19754.673737671787,90871499,231178.68167354687,161384.26,0,1
786,Show2,5,2024-11-28,13,8,Regular,15312.730595065235,5104.24353168841,12760.608829221028,58698801,70054.77087713494,50541.118571428575,0,0
787,Show5,2,2024-08-13,10,5,Regular,2791.9696173948055,6979.9240434870135,8375.908852184415,28850353,73994.5280762661,50799.37,0,0
788,Show8,1,2024-03-08,8,3,Regular,3410.589467259705,8526.473668149261,10231.768401779114,35242757,158529.26037766514,111675.30714285714,0,0
789,Show1,1,2020-10-30,8,3,Regular,7524.991157167695,22574.973471503086,18812.47789291924,81520738,221726.56817481178,157093.76571428572,0,0
790,Show2,5,2024-10-17,7,2,Regular,8916.040127226706,2972.013375742235,7430.033439355589,34178154,55519.48457269863,39360.49714285714,0,0
791,Show1,1,2020-10-21,7,2,Regular,9276.467067517018,27829.401202551056,23191.167668792546,100495060,222394.05901396187,159013.44142857144,0,0
792,Show1,5,2024-09-15,3,0,PreLaunch,5769.758599627452,14424.39649906863,17309.275798882354,59620839,152979.15626087153,106711.90000000001,0,0
793,Show3,3,2022-10-18,7,2,Regular,20752.994475770687,8301.197790308275,24903.593370924824,89929643,207478.21192043615,143772.00285714286,0,0
794,Show3,5,2024-12-02,13,8,Regular,4815.431290468444,14446.293871405333,12038.578226171112,52167172,194627.92952573157,136398.81285714285,0,0
795,Show2,5,2024-12-09,15,10,Finale,23561.55581586648,7853.85193862216,19634.629846555403,90319298,96706.51666083548,67994.17857142857,0,0
796,Show4,3,2022-10-29,8,3,Regular,2937.5633248928175,8812.689974678451,7343.9083122320435,31823602,74763.98575275415,52445.94,0,0
797,Show2,4,2023-11-29,13,8,Regular,10636.982317232085,4254.792926892834,12764.378780678502,46093590,67490.85543891169,47276.57428571429,0,0
798,Show7,1,2024-01-18,1,0,PreLaunch,6570.25430291163,19710.762908734887,16425.635757279077,71177755,52151.5908338691,36954.864285714284,0,0
799,Show8,1,2024-01-29,3,0,PreLaunch,5685.7811645872225,14214.452911468057,17057.34349376167,58753072,155882.81156083493,108213.03142857143,0,0
800,Show3,5,2024-10-11,6,1,Premiere,8537.379081133668,25612.137243401,21343.447702834168,92488273,201995.37918134316,142422.88428571427,0,0
801,Show3,5,2024-10-24,8,3,Regular,8284.713226422044,24854.139679266133,20711.783066055108,89751060,228982.38575989954,155357.93,0,0
802,Show6,1,2023-09-12,14,9,Regular,12854.691785198509,15425.630142238211,5141.876714079403,65987418,187896.4675585265,133270.9057142857,0,0
803,Show6,2,2024-07-25,7,2,Regular,23635.804409086755,7878.6014696955845,19696.50367423896,90603917,183482.9885678352,126898.28571428571,0,0
804,Show2,3,2022-11-03,9,4,Regular,7874.6172753038345,3149.8469101215337,9449.540730364602,34123342,54019.04150773139,38321.52428571428,0,0
805,Show4,1,2020-10-15,6,1,Premiere,3580.7380896501354,8951.845224125338,10742.214268950407,37000960,75490.874289023,52711.532857142854,0,1
806,Show2,2,2021-09-20,3,0,PreLaunch,5087.200775034579,12718.001937586447,15261.602325103739,52567741,75249.58731736883,53444.19142857143,0,0
807,Show4,4,2023-11-03,9,4,Regular,9424.905662908897,7854.088052424081,3141.635220969632,40841258,76032.91257426048,52333.36714285715,0,0
808,Show1,4,2023-09-27,4,0,PreLaunch,19453.590774459328,16211.325645382774,6484.53025815311,84298893,167248.11281965775,118922.65000000001,0,0
809,Show3,4,2023-10-02,4,0,PreLaunch,16174.735744974849,6469.894297989939,19409.682893969817,70090522,143628.89530009995,102107.66285714286,0,0
810,Show8,1,2024-03-01,7,2,Regular,3421.727983795226,8554.319959488066,10265.18395138568,35357856,160946.1636452735,110737.58714285714,0,0
811,Show7,2,2025-03-22,11,6,Regular,2899.9740399167595,7249.935099791897,8699.922119750277,29966398,33054.48665487355,23264.13,0,0
812,Show3,4,2023-11-20,11,6,Regular,15739.652475969797,6295.860990387919,18887.582971163756,68205161,209756.77939439492,147654.7557142857,1,0
813,Show1,4,2023-09-12,2,0,PreLaunch,11070.382343865382,9225.31861988782,3690.127447955128,47971656,135890.47591302387,95396.60714285714,0,0
814,Show3,1,2020-11-20,11,6,Regular,15411.010576721563,18493.212692065874,6164.404230688626,79109854,244499.84108036713,170934.04,0,0
815,Show4,4,2023-10-12,6,1,Premiere,10913.523701588707,9094.603084657256,3637.841233862902,47291936,87645.06341872983,62170.43,0,0
816,Show5,1,2023-07-27,8,3,Regular,8867.648356648075,2955.8827855493587,7389.7069638733965,33992652,86581.3854772951,62187.95428571429,0,0
817,Show1,4,2023-11-01,9,4,Regular,24730.248385038252,20608.54032086521,8243.416128346083,107164410,251520.02647441972,173180.73,0,0
818,Show1,4,2023-12-07,14,9,Regular,16038.958213766311,13365.798511471925,5346.31940458877,69502152,222972.02240308284,156796.95285714284,1,0
819,Show8,2,2025-01-13,1,0,PreLaunch,19291.57606043273,16076.313383693943,6430.5253534775775,83596829,132593.13245604912,93371.46428571429,0,0
820,Show1,4,2023-11-14,11,6,Regular,19156.96425287569,15964.13687739641,6385.654750958564,83013512,261690.32267097666,181209.35857142857,0,0
821,Show2,3,2022-12-12,15,10,Finale,14879.217234712667,5951.686893885068,17855.060681655203,64476609,78328.47866687641,53785.01285714286,0,0
822,Show1,3,2022-10-17,7,2,Regular,27803.637829013656,9267.879276337884,23169.698190844712,106580612,212936.56949237734,147727.36571428573,0,1
823,Show5,1,2023-09-06,13,8,Regular,12980.002583413192,4326.667527804397,10816.668819510991,49756677,85371.40115048506,60393.51857142857,1,0
824,Show4,3,2022-12-15,15,10,Finale,7067.862528601103,21203.587585803314,17669.65632150276,76568510,108211.08622783468,75751.05714285714,0,0
825,Show6,1,2023-07-14,6,1,Premiere,20431.933739837204,24518.320487804645,8172.773495934882,104883926,196189.27215274962,140277.9457142857,1,0
826,Show4,2,2021-10-15,6,1,Premiere,10296.239719905861,3432.079906635287,8580.199766588217,39468919,80018.6986366507,55768.852857142854,0,0
827,Show1,2,2021-11-15,11,6,Regular,21439.917399902977,7146.639133300993,17866.59783325248,82186350,240047.69709410676,163236.75285714286,0,0
828,Show7,1,2024-04-02,12,7,Regular,4093.7759422189038,12281.32782665671,10234.439855547258,44349240,68328.9806778303,46944.17428571428,1,0
829,Show1,4,2023-09-09,1,0,PreLaunch,14868.82755747515,12390.689631229294,4956.275852491717,64431586,111687.5857741664,78116.95714285714,0,0
830,Show4,5,2024-10-09,6,1,Premiere,3539.714177996037,8849.285444990093,10619.142533988112,36577047,85164.32242038574,59716.86571428571,1,0
831,Show2,3,2022-09-09,1,0,PreLaunch,15710.388645952771,6284.1554583811085,18852.466375143325,68078351,38398.24203968538,26841.00857142857,0,0
832,Show6,2,2024-08-18,11,6,Regular,19141.841894971523,6380.613964990509,15951.53491247627,73377061,196448.9064209224,135346.9942857143,0,0
833,Show4,5,2024-11-24,12,7,Regular,3276.37938245368,8190.948456134201,9829.13814736104,33855920,70866.58052352171,49292.467142857146,0,0
834,Show7,1,2024-04-01,12,7,Regular,4093.7759422189038,12281.32782665671,10234.439855547258,44349240,68328.9806778303,46944.17428571428,1,0
835,Show4,2,2021-12-10,14,9,Regular,18506.412527918677,6168.80417597289,15422.010439932228,70941247,95330.42239095733,64848.07571428572,0,0
836,Show4,4,2023-12-12,14,9,Regular,19264.305535949195,16053.587946624331,6421.435178649733,83478657,103103.33154387558,69500.88142857143,0,0
837,Show7,2,2025-03-25,11,6,Regular,2899.9740399167595,7249.935099791897,8699.922119750277,29966398,33054.48665487355,23264.13,0,0
838,Show5,2,2024-06-19,2,0,PreLaunch,5104.80090770447,12762.002269261173,15314.40272311341,52749610,76552.8908657912,53611.52428571428,0,0
839,Show2,4,2023-09-05,1,0,PreLaunch,15782.912348425345,6313.164939370138,18939.494818110416,68392620,41689.218538622845,28931.747142857144,0,0
840,Show3,3,2022-12-07,14,9,Regular,9958.450784581533,3983.3803138326125,11950.140941497839,43153287,194167.10627563,133172.0057142857,0,1
841,Show8,2,2025-02-13,5,0,PreLaunch,8866.181357264682,7388.484464387236,2955.3937857548945,38420120,134500.2739152325,93648.73,0,0
842,Show6,1,2023-07-18,6,1,Premiere,20431.933739837204,24518.320487804645,8172.773495934882,104883926,196189.27215274962,140277.9457142857,1,0
843,Show2,1,2020-10-25,7,2,Regular,7975.891674830759,9571.070009796911,3190.3566699323032,40942911,57239.16492473149,39310.090000000004,0,0
844,Show1,4,2023-11-13,11,6,Regular,19156.96425287569,15964.13687739641,6385.654750958564,83013512,261690.32267097666,181209.35857142857,0,0
845,Show3,1,2020-10-11,5,0,PreLaunch,15944.83482489087,19133.80178986905,6377.933929956348,81850153,181368.92849168918,127037.70999999999,0,0
846,Show7,1,2024-01-25,2,0,PreLaunch,5048.087327323713,15144.261981971138,12620.218318309282,54687612,47908.91862529181,33256.897142857146,0,0
847,Show2,2,2021-10-11,6,1,Premiere,2947.936778471218,7369.841946178045,8843.810335413653,30462013,58596.988378029615,41348.32571428572,0,1
848,Show2,4,2023-09-07,1,0,PreLaunch,15782.912348425345,6313.164939370138,18939.494818110416,68392620,41689.218538622845,28931.747142857144,0,0
849,Show3,4,2023-10-16,6,1,Premiere,18237.796285382206,7295.118514152882,21885.35554245865,79030451,167722.66853339292,115573.81142857144,0,0
850,Show1,2,2021-09-18,2,0,PreLaunch,12782.21701444886,4260.739004816286,10651.847512040715,48998499,106700.2460962078,74413.77428571429,0,0
851,Show1,4,2023-11-04,9,4,Regular,24730.248385038252,20608.54032086521,8243.416128346083,107164410,251520.02647441972,173180.73,0,0
852,Show2,1,2020-12-11,14,9,Regular,14414.077618819201,17296.893142583045,5765.631047527681,73992265,76683.43791372461,51761.775714285715,0,0
853,Show2,4,2023-12-11,15,10,Finale,19129.020992584123,7651.6083970336485,22954.825191100947,82892424,99339.23503704007,68840.11142857143,0,0
854,Show5,1,2023-08-25,12,7,Regular,10312.501024435656,3437.5003414785524,8593.750853696381,39531254,84893.76151822784,58911.41857142857,0,0
855,Show1,4,2023-11-05,10,5,Regular,25298.21544555273,21081.846204627276,8432.73848185091,109625599,248266.57998258187,174537.94857142857,0,0
856,Show2,1,2020-11-15,10,5,Regular,6467.290849247802,7760.749019097362,2586.9163396991207,33198759,59968.42371295,41565.224285714285,0,0
857,Show3,4,2023-09-15,2,0,PreLaunch,11910.085167763207,4764.034067105284,14292.10220131585,51610369,112553.96262131448,77959.9057142857,0,0
858,Show5,2,2024-08-18,11,6,Regular,2530.301520866547,6325.753802166369,7590.904562599642,26146450,57209.36069072247,39490.69857142858,0,0
859,Show7,1,2024-03-26,11,6,Regular,2541.9754683636124,7625.926405090838,6354.938670909031,27538068,45117.21119640373,31663.72,0,0
860,Show2,3,2022-10-21,7,2,Regular,7046.626888579857,2818.6507554319433,8455.95226629583,30535383,59199.92106833782,40510.21,0,0
861,Show1,4,2023-11-20,12,7,Regular,16882.358688563534,14068.632240469611,5627.452896187844,73156887,223195.44215569302,156093.65571428573,0,1
862,Show4,2,2021-11-25,12,7,Regular,10507.478712001075,3502.4929040003585,8756.232260000897,40278668,82473.62530871613,58132.77285714285,0,0
863,Show6,2,2024-08-20,11,6,Regular,19141.841894971523,6380.613964990509,15951.53491247627,73377061,196448.9064209224,135346.9942857143,0,0
864,Show1,3,2022-11-27,13,8,Regular,17128.02130706493,5709.34043568831,14273.351089220776,65657415,225367.13444980854,158095.98857142855,1,0
865,Show2,3,2022-12-08,14,9,Regular,12675.124864622774,5070.0499458491095,15210.149837547331,54925541,78100.14948440649,54752.40285714286,0,0
866,Show4,2,2021-12-15,15,10,Finale,,7944.697245356813,19861.743113392033,91364018,105352.25849886604,72756.97,0,0
867,Show1,3,2022-10-14,6,1,Premiere,20751.798671809847,6917.2662239366155,17293.16555984154,79548562,181786.9372135149,125335.88428571427,0,0
868,Show1,2,2021-11-01,9,4,Regular,22958.068840638593,7652.689613546197,19131.724033865492,88005930,219923.88399195965,153769.20428571428,0,0
869,Show4,2,2021-10-04,4,0,PreLaunch,10460.482658202256,3486.8275527340857,8717.068881835214,40098517,80773.41874592124,55481.77857142857,0,0
870,Show1,4,2023-09-05,1,0,PreLaunch,14868.82755747515,12390.689631229294,4956.275852491717,64431586,111687.5857741664,78116.95714285714,0,0
871,Show1,1,2020-11-07,9,4,Regular,8125.422045003786,,20313.555112509464,88025405,224137.08676890677,156114.50142857144,0,0
872,Show3,1,2020-10-08,5,0,PreLaunch,15944.83482489087,19133.80178986905,6377.933929956348,81850153,181368.92849168918,127037.70999999999,0,0
873,Show2,1,2020-09-11,1,0,PreLaunch,13796.584096167573,16555.900915401086,5518.6336384670285,70822466,41574.053101831094,28503.149999999998,0,0
874,Show8,2,2025-04-17,14,9,Regular,17993.45267001096,14994.543891675798,5997.817556670319,77971629,171581.58360977142,119160.22142857143,0,0
875,Show8,1,2024-03-27,11,6,Regular,2843.5948680470365,7108.9871701175925,8530.78460414111,29383814,142515.5127358725,99569.8642857143,0,0
876,Show4,2,2021-09-14,1,0,PreLaunch,17207.919923945425,5735.97330798181,14339.933269954523,65963693,56479.043069007406,40320.50571428571,0,0
877,Show3,3,2022-12-16,15,10,Finale,11449.564489686978,4579.825795874791,13739.477387624373,49614779,185354.51271882487,129541.99571428572,0,0
878,Show6,1,2023-08-20,11,6,Regular,17001.18934959752,20401.427219517027,6800.475739839008,87272772,218105.6812041096,153668.2942857143,0,0
879,Show8,1,2024-04-08,13,8,Regular,4156.463844028992,10391.15961007248,12469.391532086976,42950127,141498.01194118612,97937.99285714285,0,0
880,Show2,5,2024-09-30,5,0,PreLaunch,,4078.9004511956396,10197.251127989099,46907355,69704.09860438413,48309.885714285716,0,0
881,Show8,1,2024-04-25,15,10,Finale,6672.406742095161,16681.0168552379,20017.22022628548,68948203,168612.92672028745,117825.1142857143,0,0
882,Show1,5,2024-09-10,2,0,PreLaunch,5256.633716556678,13141.584291391695,15769.901149670035,54318549,139778.29735014908,98478.75,0,0
883,Show3,5,2024-10-07,5,0,PreLaunch,7503.562342128897,22510.687026386695,18758.905855322246,81288592,182572.66101666863,124448.4542857143,0,0
884,Show4,1,2020-11-26,12,7,Regular,3550.850173421063,8877.125433552657,10652.55052026319,36692119,72164.68726818587,51298.91428571429,0,0
885,Show6,2,2024-07-15,6,1,Premiere,28733.106914013082,9577.702304671027,23944.25576167757,110143577,178400.53790033868,124229.29857142856,0,0
886,Show4,3,2022-10-01,4,0,PreLaunch,4009.630354164084,12028.891062492252,10024.075885410208,43437662,81473.55919139643,58278.648571428566,0,0
887,Show4,3,2022-09-28,4,0,PreLaunch,4009.630354164084,12028.891062492252,10024.075885410208,43437662,81473.55919139643,58278.648571428566,0,0
888,Show4,5,2024-09-09,1,0,PreLaunch,6488.105781600382,16220.264454000955,19464.317344801148,67043759,63257.23077237582,44527.90571428572,1,0
889,Show6,1,2023-08-02,8,3,Regular,20568.813274530352,24682.57592943642,8227.525309812141,105586575,220945.72254477782,154107.80142857143,0,0
890,Show8,2,2025-01-26,3,0,PreLaunch,14247.64833230797,11873.040276923306,4749.216110769323,61739810,151920.82640381219,105679.98857142858,1,0
891,Show1,4,2023-12-15,15,10,Finale,13279.822855276738,11066.519046063946,4426.607618425579,57545899,,147569.10285714286,0,0
892,Show1,2,2021-11-18,11,6,Regular,21439.917399902977,7146.639133300993,17866.59783325248,82186350,240047.69709410676,163236.75285714286,0,0
893,Show6,1,2023-07-20,6,1,Premiere,20431.933739837204,24518.320487804645,8172.773495934882,104883926,196189.27215274962,140277.9457142857,1,0
894,Show7,2,2025-04-22,15,10,Finale,6936.462606372246,17341.156515930616,20809.38781911674,71676780,83617.62341822076,57508.607142857145,0,0
895,Show4,5,2024-10-05,5,0,PreLaunch,3322.194254882244,8305.48563720561,9966.582764646731,34329341,88187.61287365065,62242.19285714285,0,0
896,Show4,2,2021-09-16,2,0,PreLaunch,16281.547356352645,5427.182452117549,13567.956130293871,62412598,71205.88036598332,50241.31,0,0
897,Show2,4,2023-10-23,8,3,Regular,6964.236436480224,2785.69457459209,8357.083723776268,30178358,63736.233022698616,45484.81428571429,0,0
898,Show6,1,2023-06-27,3,0,PreLaunch,15027.637877487388,18033.165452984867,6011.055150994956,77141874,127453.4888838858,90486.93999999999,1,0
899,Show1,2,2021-11-20,11,6,Regular,21439.917399902977,7146.639133300993,17866.59783325248,82186350,240047.69709410676,163236.75285714286,0,0
900,Show8,1,2024-03-12,9,4,Regular,2516.9141788383995,6292.285447095998,7550.7425365151985,26008114,138188.8023056019,98385.77285714286,0,1
901,Show5,2,2024-08-16,11,6,Regular,2530.301520866547,6325.753802166369,7590.904562599642,26146450,57209.36069072247,39490.69857142858,0,0
902,Show8,1,2024-04-22,15,10,Finale,6672.406742095161,16681.0168552379,20017.22022628548,68948203,168612.92672028745,117825.1142857143,0,0
903,Show5,2,2024-07-14,6,1,Premiere,3182.2476955705934,7955.619238926483,9546.74308671178,32883226,86592.87708264825,62358.46428571428,0,0
904,Show2,5,2024-10-04,5,0,PreLaunch,12236.701353586917,4078.9004511956396,10197.251127989099,46907355,69704.09860438413,48309.885714285716,0,0
905,Show4,3,2022-09-11,1,0,PreLaunch,5257.310700703891,15771.932102111672,13143.276751759726,56954199,59085.376117497144,41274.62857142858,0,0
906,Show4,3,2022-11-20,11,6,Regular,2789.8976820911207,8369.693046273362,6974.744205227801,30223891,69767.89771963752,48626.50142857143,0,0
907,Show3,2,2021-11-25,12,7,Regular,13197.444844963637,15836.933813956364,5278.977937985454,67746884,225776.6366117806,158571.48,0,0
908,Show2,3,2022-11-28,13,8,Regular,12707.14838459469,5082.8593538378755,15248.578061513628,55064310,79321.90690694237,54757.22571428572,0,0
909,Show8,1,2024-04-13,13,8,Regular,4156.463844028992,10391.15961007248,12469.391532086976,42950127,141498.01194118612,97937.99285714285,0,0
910,Show1,2,2021-10-28,8,3,Regular,26547.644492729472,8849.214830909825,22123.03707727456,101765971,209458.30074963663,148155.38571428572,0,0
911,Show4,4,2023-09-23,3,0,PreLaunch,12970.421341695928,10808.684451413272,4323.4737805653085,56205159,89344.54775808343,63389.55857142857,0,0
912,Show6,1,2023-08-25,12,7,Regular,14122.944208384492,16947.53305006139,5649.177683353796,72497780,202870.72166462988,146401.66142857142,0,0
913,Show8,1,2024-04-25,15,10,Finale,6672.406742095161,16681.0168552379,20017.22022628548,68948203,168612.92672028745,117825.1142857143,0,0
914,Show2,4,2023-10-06,5,0,PreLaunch,7988.550238647009,3195.4200954588036,9586.26028637641,34617051,56368.31855199917,39446.75285714286,0,0
915,Show2,5,2024-12-03,14,9,Regular,17379.710426616653,5793.236808872217,14483.092022180543,66622224,87508.13292102636,60216.44714285714,0,0
916,Show6,2,2024-09-15,15,10,Finale,15269.362507563284,5089.787502521095,12724.468756302736,58532557,174484.1055304852,123562.20571428571,0,0
917,Show1,3,2022-12-14,15,10,Finale,12811.080806858634,4270.360268952878,10675.900672382195,49109144,206996.18641579393,149872.30857142856,0,0
918,Show6,1,2023-07-15,6,1,Premiere,20431.933739837204,24518.320487804645,8172.773495934882,104883926,196189.27215274962,140277.9457142857,1,0
919,Show5,1,2023-06-10,1,0,PreLaunch,19123.415670693877,6374.471890231293,15936.179725578233,73306427,48725.27507145634,33439.229999999996,0,0
920,Show3,5,2024-11-29,13,8,Regular,4815.431290468444,14446.293871405333,12038.578226171112,52167172,194627.92952573157,136398.81285714285,0,0
921,Show1,1,2020-11-09,10,5,Regular,5907.181133476084,17721.54340042825,14767.95283369021,63994463,213068.36898508747,148403.7,0,0
922,Show2,4,2023-11-22,12,7,Regular,9705.075607862951,3882.030243145181,11646.090729435542,42055327,62963.08303391952,44416.235714285714,0,0
923,Show3,1,2020-12-03,13,8,Regular,13160.413076234207,15792.495691481048,5264.165230493682,67556787,218536.14348183884,151218.98142857145,0,0
924,Show2,1,2020-10-01,4,0,PreLaunch,12098.439220875005,14518.127065050006,4839.375688350002,62105322,78391.21221985972,54096.684285714284,0,0
925,Show2,4,2023-09-10,1,0,PreLaunch,15782.912348425345,6313.164939370138,18939.494818110416,68392620,41689.218538622845,28931.747142857144,0,0
926,Show2,3,2022-10-26,8,3,Regular,7670.5949509530965,3068.2379803812387,9204.713941143715,33239245,67378.4515541828,46498.12,0,0
927,Show2,5,2024-11-02,9,4,Regular,7675.358547564598,2558.4528491881997,6396.132122970498,29422208,66633.63298874955,47474.95857142857,0,1
928,Show3,1,2020-09-19,2,0,PreLaunch,15900.211458237023,19080.25374988443,6360.08458329481,81621085,131443.12042473163,92554.0942857143,0,0
929,Show3,3,2022-10-04,5,0,PreLaunch,19560.717434809285,7824.286973923715,23472.860921771146,84763109,184603.92556048481,132310.38285714286,0,0
930,Show1,1,2020-09-16,2,0,PreLaunch,4854.153125103361,14562.459375310083,12135.382812758404,52586659,129214.05588730586,88792.03285714285,0,0
931,Show2,5,2024-10-09,6,1,Premiere,10033.315080682762,3344.4383602275875,8361.09590056897,38461042,69012.3800260435,47812.875714285714,0,0
932,Show7,1,2024-02-12,5,0,PreLaunch,2975.9200433072083,8927.760129921624,7439.800108268021,32239133,52146.560432483035,36372.90857142857,0,0
933,Show5,2,2024-06-21,3,0,PreLaunch,4823.680684754314,12059.201711885788,14471.042054262945,49844700,76071.70515903152,52677.055714285714,0,0
934,Show2,3,2022-10-24,8,3,Regular,7670.5949509530965,3068.2379803812387,9204.713941143715,33239245,67378.4515541828,46498.12,0,0
